50,3.4506532592421095
60,3.5199504913199107
70,3.5833372562449273
80,3.6417008974104235
90,3.695782025210029
100,3.7461840906864015
110,3.793397735561908
120,3.837824159911464
130,3.8797942297382377
140,3.9195833554868234
150,3.9574229118184223
160,3.993508995835597
170,4.028009178809402
180,4.061067751784086
190,4.092809837264137
200,4.123344641671908
210,4.1527680514459835
220,4.181164723359345
230,4.208609781621583
240,4.235170206597783
250,4.260905979623329
260,4.285871033344967
270,4.310114045801705
280,4.333679108029393
290,4.356606288585284
300,4.378932113509393
310,4.400689976482778
320,4.421910491028534
330,4.442621794324043
340,4.462849810401198
350,4.482618479091897
360,4.5019499559448795
370,4.520864787432436
380,4.539382065033893
390,4.55751956118899
400,4.575293849630472
410,4.592720412208563
420,4.609813733993479
430,4.626587388172115
440,4.643054112030597
450,4.659225875127285
460,4.675113940603936
470,4.690728920451009
480,4.706080825431733
490,4.721179110275387
