0,1447.69,7.44994,415.376,0.41093
0.1,1447.64,7.46197,415.404,0.410878
0.2,1447.13,7.4769,415.278,0.410774
0.3,1445.91,7.49609,415.037,0.41044
0.4,1444.04,7.51685,414.729,0.410643
0.5,1441.25,7.53606,414.29,0.410929
0.6,1437.75,7.54949,413.739,0.409677
0.7,1433.55,7.56136,413.097,0.40959
0.8,1428.93,7.57584,412.39,0.408944
0.9,1423.95,7.59446,411.6,0.408456
1,1418.18,7.60977,410.649,0.408995
1.1,1411.7,7.62461,409.664,0.409434
1.2,1404.71,7.63439,408.644,0.409573
1.3,1397.39,7.64987,407.448,0.408681
1.4,1389.48,7.66197,406.121,0.409098
1.5,1381.11,7.67017,404.726,0.409134
1.6,1372.36,7.67563,403.247,0.410213
1.7,1362.69,7.67899,401.72,0.410045
1.8,1352.51,7.68371,400.066,0.411146
1.9,1341.89,7.68421,398.297,0.412029
2,1330.96,7.68408,396.445,0.412256
2.1,1319.44,7.68513,394.479,0.412321
2.2,1307.38,7.68049,392.412,0.412317
2.3,1294.94,7.67486,390.339,0.412773
2.4,1282.33,7.67209,388.119,0.414012
2.5,1269.13,7.6634,385.785,0.414669
2.6,1255.71,7.65426,383.381,0.415549
2.7,1241.93,7.64666,380.886,0.417214
2.8,1227.64,7.6356,378.301,0.419985
2.9,1213.43,7.62697,375.62,0.422556
3,1198.52,7.61369,372.844,0.424852
3.1,1183.35,7.60115,370.008,0.426727
3.2,1167.82,7.58576,367.031,0.429413
3.3,1152.25,7.57235,364.052,0.432501
3.4,1136.43,7.5563,360.969,0.436319
3.5,1120.17,7.54154,357.797,0.439725
3.6,1103.62,7.52269,354.595,0.44461
3.7,1086.95,7.49968,351.267,0.448034
3.8,1070.16,7.47339,347.909,0.452514
3.9,1053.08,7.45104,344.453,0.457807
4,1035.77,7.42282,340.918,0.462665
4.1,1018.22,7.39353,337.251,0.46719
4.2,1000.49,7.35772,333.536,0.47353
4.3,982.562,7.32153,329.771,0.480495
4.4,964.43,7.27726,325.945,0.487104
4.5,946.419,7.2337,322.085,0.49362
4.6,928.35,7.1866,318.125,0.500007
4.7,910.222,7.13785,314.175,0.507101
4.8,891.88,7.08105,310.107,0.515371
4.9,873.502,7.01847,305.929,0.523541
5,855.141,6.95321,301.753,0.531439
5.1,836.804,6.88755,297.518,0.539502
5.2,818.444,6.81374,293.209,0.547176
5.3,800.229,6.73675,288.91,0.555211
5.4,781.908,6.66082,284.586,0.563461
5.5,763.445,6.57928,280.172,0.572089
5.6,745.106,6.49675,275.751,0.580819
5.7,726.765,6.4066,271.311,0.589318
5.8,708.477,6.3133,266.864,0.597104
5.9,690.377,6.22143,262.289,0.605516
6,672.317,6.12602,257.728,0.614013
6.1,654.606,6.02966,253.241,0.621409
6.2,636.904,5.93022,248.664,0.629714
6.3,619.447,5.82848,244.079,0.638288
6.4,601.989,5.72736,239.448,0.646321
6.5,584.805,5.62819,234.841,0.65291
6.6,567.788,5.52551,230.224,0.660654
6.7,550.847,5.41555,225.65,0.667664
6.8,534.18,5.30426,221.1,0.674039
6.9,517.71,5.19651,216.573,0.6797
7,501.596,5.08904,211.989,0.684991
7.1,485.635,4.97946,207.49,0.688947
7.2,469.97,4.86988,202.968,0.693112
7.3,454.453,4.75667,198.521,0.69622
7.4,439.144,4.64047,194.043,0.698999
7.5,424.092,4.52868,189.532,0.702183
7.6,409.316,4.41076,185.145,0.703692
7.7,394.799,4.29857,180.682,0.705175
7.8,380.632,4.18168,176.265,0.705651
7.9,366.637,4.06487,171.908,0.706246
8,353.034,3.94884,167.527,0.705937
8.1,339.628,3.83418,163.208,0.705219
8.2,326.496,3.71753,158.898,0.702935
8.3,313.607,3.6022,154.621,0.700108
8.4,301.025,3.48584,150.435,0.695693
8.5,288.68,3.37077,146.206,0.691125
8.6,276.715,3.25863,142.029,0.686119
8.7,265.188,3.14834,137.906,0.680489
8.8,253.816,3.03757,133.787,0.674337
8.9,242.822,2.9276,129.734,0.668062
9,232.083,2.81851,125.757,0.660319
9.1,221.729,2.71223,121.788,0.652565
9.2,211.594,2.60875,117.908,0.644248
9.3,201.842,2.50526,114.054,0.634974
9.4,192.384,2.40611,110.258,0.625683
9.5,183.137,2.30821,106.493,0.616395
9.6,174.285,2.21455,102.813,0.606324
9.7,165.74,2.12216,99.1657,0.59621
9.8,157.479,2.03128,95.6088,0.585098
9.9,149.489,1.94202,92.1042,0.57373
10,141.8,1.8565,88.6523,0.5624
10.1,134.447,1.77404,85.2843,0.550525
10.2,127.385,1.69226,82.0262,0.538591
10.3,120.588,1.61173,78.8031,0.526334
10.4,114.01,1.53508,75.6475,0.51407
10.5,107.694,1.46064,72.5379,0.500817
10.6,101.629,1.38988,69.5198,0.487895
10.7,95.917,1.32256,66.5526,0.474982
10.8,90.4309,1.2565,63.7075,0.462051
10.9,85.1302,1.19117,60.8947,0.448924
11,80.1127,1.1296,58.1666,0.436225
11.1,75.2644,1.06938,55.5008,0.422909
11.2,70.6266,1.01124,52.8878,0.409964
11.3,66.2366,0.956126,50.4019,0.397107
11.4,62.0673,0.902715,47.959,0.38432
11.5,58.1015,0.852479,45.5805,0.371234
11.6,54.3609,0.804864,43.3034,0.358406
11.7,50.8189,0.758533,41.1039,0.345879
11.8,47.4772,0.71501,38.988,0.333352
11.9,44.2724,0.672914,36.9275,0.320771
12,41.233,0.631844,34.9252,0.308561
12.1,38.3434,0.592427,33,0.295999
12.2,35.6262,0.555918,31.1443,0.284252
12.3,33.0781,0.521476,29.3889,0.27257
12.4,30.6746,0.488702,27.6884,0.261788
12.5,28.4173,0.456147,26.0562,0.249985
12.6,26.3166,0.427823,24.5044,0.239269
12.7,24.3034,0.399352,22.9974,0.228388
12.8,22.4307,0.372564,21.5682,0.21799
12.9,20.6777,0.347517,20.2089,0.20803
13,19.0556,0.324502,18.9119,0.198605
13.1,17.5283,0.302862,17.6789,0.189066
13.2,16.1045,0.281822,16.5016,0.179919
13.3,14.7979,0.261983,15.3897,0.170539
13.4,13.5871,0.24406,14.3134,0.162323
13.5,12.4462,0.226949,13.3227,0.153929
13.6,11.3778,0.211288,12.3631,0.1457
13.7,10.384,0.196398,11.443,0.137551
13.8,9.48393,0.182925,10.6112,0.130121
13.9,8.65493,0.169991,9.80665,0.122704
14,7.89083,0.158072,9.06826,0.116016
14.1,7.18457,0.146859,8.3566,0.109433
14.2,6.52689,0.136177,7.70544,0.103511
14.3,5.91725,0.125896,7.06601,0.0967104
14.4,5.36139,0.11689,6.48097,0.0908435
14.5,4.85369,0.108441,5.93572,0.0851303
14.6,4.38231,0.100107,5.42506,0.0795616
14.7,3.94358,0.0923978,4.96041,0.0747728
14.8,3.55474,0.0852625,4.52321,0.0698629
14.9,3.19284,0.0789358,4.11825,0.065466
15,2.86726,0.0733857,3.74299,0.0615954
15.1,2.57984,0.0680294,3.39455,0.0575426
15.2,2.31232,0.0629396,3.08397,0.0539335
15.3,2.07163,0.0584551,2.79563,0.0504108
15.4,1.84665,0.0539522,2.52362,0.0470587
15.5,1.64646,0.0499414,2.2712,0.0440246
15.6,1.47373,0.0463672,2.04826,0.0411504
15.7,1.31354,0.0428284,1.84726,0.0386143
15.8,1.1656,0.0391512,1.6585,0.0358869
15.9,1.03183,0.0361014,1.47862,0.0334598
16,0.911438,0.033211,1.32089,0.0311726
16.1,0.808897,0.0308912,1.1811,0.0291502
16.2,0.716049,0.0284849,1.05081,0.0269925
16.3,0.63218,0.0262033,0.935619,0.0252276
16.4,0.55831,0.0240245,0.837874,0.0235508
16.5,0.492093,0.0219876,0.749413,0.0219812
16.6,0.437302,0.0203967,0.663606,0.020391
16.7,0.383022,0.0185723,0.588205,0.0189432
16.8,0.331293,0.0168411,0.515254,0.017391
16.9,0.290072,0.0155199,0.451383,0.015983
17,0.252933,0.0142737,0.398735,0.0149227
17.1,0.220794,0.0131023,0.347107,0.0137239
17.2,0.192327,0.0119165,0.303438,0.0126098
17.3,0.16631,0.0109702,0.263647,0.01169
17.4,0.143353,0.00993043,0.228242,0.0108002
17.5,0.123967,0.00905135,0.199163,0.00996189
17.6,0.106928,0.00820675,0.174574,0.00920019
17.7,0.0908071,0.00734042,0.150393,0.0084336
17.8,0.0783594,0.00676374,0.130089,0.00782044
