0,1218.21,13.8323,332.176,1.00092
0.1,1217.85,13.8059,332.121,0.998715
0.2,1216.78,13.7836,332.032,1.00203
0.3,1215.18,13.7527,331.776,1.00361
0.4,1212.64,13.7112,331.457,1.00484
0.5,1210,13.6706,331.086,1.00395
0.6,1206.1,13.6081,330.467,1.0034
0.7,1201.84,13.5781,329.828,1.00497
0.8,1196.73,13.5473,329.126,1.00206
0.9,1190.84,13.5056,328.292,1.00156
1,1184.69,13.4806,327.401,1.00156
1.1,1177.85,13.4692,326.424,1.00125
1.2,1170.62,13.4496,325.366,0.994152
1.3,1162.69,13.4506,324.332,0.990059
1.4,1154.96,13.4595,323.156,0.986644
1.5,1146.59,13.4945,321.888,0.984055
1.6,1138.18,13.5391,320.494,0.981687
1.7,1128.78,13.6009,319.007,0.974803
1.8,1118.95,13.6548,317.51,0.969074
1.9,1108.75,13.73,315.907,0.962824
2,1098.34,13.8166,314.196,0.960191
2.1,1087.2,13.8985,312.334,0.958029
2.2,1075.89,13.9919,310.318,0.960335
2.3,1064.41,14.0873,308.343,0.957995
2.4,1052.38,14.1866,306.252,0.960924
2.5,1039.8,14.2942,304.068,0.959933
2.6,1026.99,14.4105,301.936,0.959563
2.7,1013.75,14.5344,299.574,0.960658
2.8,1000.13,14.6449,297.098,0.961525
2.9,986.631,14.7668,294.616,0.960229
3,973.009,14.8846,292.148,0.961485
3.1,958.442,15.0045,289.569,0.961742
3.2,944.269,15.1187,286.932,0.961262
3.3,929.315,15.1956,284.285,0.960093
3.4,914.004,15.2674,281.473,0.964221
3.5,898.095,15.3198,278.584,0.966901
3.6,883.072,15.3645,275.64,0.969992
3.7,867.329,15.3839,272.682,0.97097
3.8,850.845,15.3949,269.607,0.971654
3.9,834.654,15.4032,266.555,0.978205
4,818.337,15.3836,263.561,0.985754
4.1,801.521,15.3608,260.481,0.991624
4.2,784.863,15.3291,257.172,0.997459
4.3,768.08,15.2674,253.866,0.998119
4.4,750.863,15.1917,250.502,1.00889
4.5,734.032,15.1043,247.132,1.01559
4.6,716.68,14.9785,243.741,1.0222
4.7,699.902,14.8701,240.337,1.03149
4.8,682.938,14.7447,236.87,1.04491
4.9,666.15,14.6129,233.329,1.05607
5,649.385,14.4536,229.788,1.06642
5.1,632.628,14.2666,226.147,1.07767
5.2,615.929,14.0661,222.571,1.09352
5.3,599.698,13.8857,218.865,1.10959
5.4,583.327,13.6898,215.097,1.12038
5.5,567.085,13.4729,211.347,1.13987
5.6,550.761,13.2384,207.539,1.15709
5.7,534.876,12.9976,203.742,1.17386
5.8,518.976,12.7508,199.788,1.19123
5.9,503.103,12.4944,195.901,1.2057
6,487.628,12.2351,192.122,1.2263
6.1,472.527,11.9655,188.275,1.2461
6.2,457.258,11.6884,184.557,1.26398
6.3,442.168,11.4023,180.728,1.27782
6.4,427.327,11.1253,176.855,1.29296
6.5,413.003,10.857,173.162,1.3076
6.6,398.322,10.5611,169.36,1.32094
6.7,384.163,10.2739,165.575,1.33318
6.8,370.183,9.984,161.805,1.34412
6.9,356.358,9.69529,158.002,1.3561
7,342.861,9.39568,154.246,1.36338
7.1,329.465,9.09846,150.501,1.36965
7.2,316.456,8.80997,146.708,1.36966
7.3,303.404,8.50509,142.962,1.36796
7.4,290.802,8.2111,139.298,1.36649
7.5,278.384,7.91621,135.651,1.36383
7.6,266.521,7.63511,132.027,1.35788
7.7,254.847,7.34447,128.319,1.34858
7.8,243.341,7.06233,124.789,1.33774
7.9,231.965,6.77296,121.307,1.32567
8,221.239,6.50056,117.851,1.31501
8.1,210.705,6.23532,114.313,1.30049
8.2,200.417,5.9796,110.745,1.28106
8.3,190.305,5.71613,107.255,1.26464
8.4,180.753,5.46585,103.829,1.2446
8.5,171.46,5.22228,100.342,1.22369
8.6,162.414,4.98785,96.8871,1.20136
8.7,153.733,4.7479,93.4781,1.18039
8.8,145.4,4.52117,90.1162,1.15757
8.9,137.479,4.3052,86.8567,1.1329
9,129.88,4.09545,83.6114,1.10241
9.1,122.399,3.88737,80.3632,1.07548
9.2,115.348,3.68866,77.1645,1.04812
9.3,108.358,3.49016,74.0487,1.02047
9.4,101.785,3.30152,71.0633,0.987485
9.5,95.7089,3.12651,68.0487,0.956606
9.6,89.8163,2.95969,65.0571,0.927541
9.7,84.1216,2.79418,62.1512,0.895262
9.8,78.7222,2.62952,59.3748,0.865518
9.9,73.688,2.48522,56.6027,0.834959
10,68.7322,2.33581,53.8771,0.809446
10.1,64.0346,2.19725,51.2266,0.778287
10.2,59.6339,2.06613,48.6805,0.752246
10.3,55.4073,1.93462,46.1354,0.720749
10.4,51.5085,1.81572,43.6622,0.692922
10.5,47.8272,1.7016,41.3898,0.669718
10.6,44.319,1.58873,39.1928,0.642441
10.7,40.9846,1.47997,37.0725,0.614942
10.8,37.8705,1.38324,34.9688,0.590589
10.9,34.9167,1.29015,32.905,0.565166
11,32.0975,1.20114,30.9196,0.538494
11.1,29.5843,1.11966,29.102,0.516418
11.2,27.1399,1.0388,27.334,0.49392
11.3,24.8838,0.96102,25.651,0.4727
11.4,22.7593,0.89219,24.0491,0.452008
11.5,20.7922,0.823321,22.5102,0.430057
11.6,18.9963,0.76134,21.0096,0.407499
11.7,17.3574,0.70622,19.6264,0.3868
11.8,15.7634,0.647396,18.3049,0.36922
11.9,14.2803,0.595279,16.9742,0.349549
12,12.9421,0.545783,15.7597,0.3315
12.1,11.7501,0.502243,14.6281,0.313151
12.2,10.6218,0.458912,13.5319,0.296279
12.3,9.60683,0.420795,12.5589,0.280516
12.4,8.68763,0.388388,11.5773,0.264782
12.5,7.84673,0.359019,10.6935,0.250009
12.6,7.07705,0.329928,9.87589,0.236662
12.7,6.34694,0.302415,9.10287,0.223547
12.8,5.66139,0.276089,8.34569,0.211249
12.9,5.06914,0.254011,7.64931,0.199564
13,4.52686,0.231353,6.99958,0.186481
13.1,4.06706,0.212198,6.43065,0.175952
13.2,3.66597,0.195905,5.88463,0.164493
13.3,3.27988,0.17922,5.39234,0.154718
13.4,2.91628,0.162825,4.90129,0.144844
13.5,2.57559,0.148832,4.43732,0.135141
13.6,2.2753,0.135137,4.01541,0.126197
13.7,2.02249,0.12302,3.64556,0.11886
13.8,1.788,0.111926,3.28946,0.110532
13.9,1.56768,0.101309,2.97085,0.10217
14,1.36985,0.0914169,2.65639,0.0952314
14.1,1.20325,0.082941,2.37151,0.0881007
14.2,1.04873,0.0753804,2.10496,0.0814434
14.3,0.915868,0.0674438,1.8788,0.0752052
14.4,0.790087,0.0601343,1.67347,0.0685468
14.5,0.682216,0.053295,1.48355,0.0628416
14.6,0.586006,0.047318,1.3082,0.057873
14.7,0.505206,0.042522,1.14744,0.053328
14.8,0.438151,0.0380969,1.01916,0.0489293
14.9,0.37526,0.0349942,0.884215,0.0449578
15,0.311537,0.0308866,0.773428,0.0411075
15.1,0.273636,0.0282987,0.675552,0.0376851
15.2,0.236568,0.025346,0.590171,0.0346288
15.3,0.201999,0.0231377,0.51312,0.0315366
15.4,0.175344,0.0210583,0.443149,0.0290802
15.5,0.153686,0.0194643,0.389838,0.026772
15.6,0.124948,0.0169807,0.334027,0.0243326
15.7,0.10454,0.0156367,0.284465,0.0223713
15.8,0.092878,0.0146125,0.24698,0.0206
15.9,0.0778842,0.0133775,0.21616,0.0193013
16,0.0670554,0.0122258,0.185756,0.0174576
16.1,0.0558101,0.0107245,0.163682,0.0162619
16.2,0.0483132,0.00981141,0.143274,0.0151154
16.3,0.0416493,0.00915915,0.123282,0.0141305
16.4,0.0341524,0.00788245,0.10454,0.0129296
16.5,0.027905,0.00726317,0.0891295,0.0120257
16.6,0.0229071,0.00672012,0.0737193,0.0106443
16.7,0.0195752,0.00589237,0.0662224,0.010082
16.8,0.0162432,0.00531454,0.0553936,0.00922434
16.9,0.0124948,0.00459167,0.0483132,0.00865624
17,0.00957934,0.00389698,0.0420658,0.00803125
