-1.47519,-0.216342,1.41955
0.61346,-0.308519,0.69207
-1.24243,1.22941,1.67624
0.659295,3.73605,-0.609307
-2.52442,-0.654289,1.43216
-2.76345,1.18948,1.64632
-3.15963,2.44992,-4.61323
-0.618248,-1.84379,4.22048
1.3394,0.421153,2.1369
-1.80556,-3.50369,1.29774
0.958172,0.325515,3.27808
-5.57016,1.23593,3.02109
5.6092,-2.35001,-3.96482
2.24852,3.32804,-2.82482
-5.44767,-2.4027,1.68559
-6.73602,2.30032,0.439923
5.9659,-1.74377,-1.69066
-1.08632,-6.06015,0.246646
-6.3923,0.800564,4.56792
-2.06003,-3.469,3.02855
4.69311,-3.72755,-3.03825
-2.27842,5.14925,-3.1992
1.74869,0.119046,2.72544
1.57547,-3.33519,-1.67342
-3.77757,3.8772,-2.90333
4.98582,0.901541,-3.25407
5.11813,0.383443,-0.680319
0.576583,0.689517,2.71126
0.116646,-1.52119,4.28343
-1.74548,4.50309,-1.90485
0.789773,0.596413,4.22122
5.20749,-5.69844,0.436647
0.10135,5.76664,-2.1061
1.78867,-0.181059,2.69009
-1.58364,-2.30466,1.38501
1.5399,4.25395,-3.28061
4.26508,0.0650554,-5.41688
-1.72711,0.942992,-6.88338
0.759109,-1.43371,4.77461
0.704107,-5.88254,4.88533
-1.97323,-2.90447,2.20237
1.21893,-6.7181,2.39578
-1.83597,0.000993188,1.9866
1.603,-2.01877,5.85621
0.806517,-2.61541,4.73393
-3.2975,1.39575,-6.52224
2.10838,-2.74556,5.01813
-0.396268,0.0355213,2.53171
0.902219,-0.850228,5.47278
1.92388,4.41276,-3.4755
-1.89926,-2.0923,6.8146
-3.95912,-1.10772,1.73098
4.46585,-2.1612,-1.70277
-2.64009,0.653993,2.08796
-4.46728,-2.23145,2.85395
-1.21625,0.060431,1.87281
0.147652,0.123303,3.30345
-2.81028,-0.660334,2.26929
0.294615,-0.153719,4.82712
-1.15331,-2.08106,3.46409
2.2818,0.117456,2.19948
-0.609478,0.244464,2.70844
-1.86901,-4.06017,4.29883
0.0833368,0.476172,2.31354
-3.04947,-2.45883,4.50839
-1.91829,3.29696,-3.9704
