0.708317,-0.258495,-0.0293915
-3.84262,-1.43754,-1.99894
-2.90695,4.86812,-2.49526
3.14952,-1.04276,5.5002
3.25437,3.64622,3.32406
7.33204,-2.81795,4.35485
-0.818049,5.01829,-0.436065
-0.42177,0.933058,-2.69304
-4.08465,-1.52258,-2.22485
1.71754,-3.44318,-1.0573
-2.20448,1.19194,-0.489473
4.80061,0.0439123,-0.640541
-2.36773,3.76014,-2.51588
2.08897,-1.95142,3.67426
-4.41318,1.35757,3.20933
-0.923436,-0.522465,-2.73434
-5.33015,1.32895,1.40787
-1.83594,3.44359,-2.41139
5.18696,-0.545515,-3.00859
-0.49558,5.2092,-3.44146
-0.984448,-6.27756,0.125794
-2.04733,-2.04752,-1.9781
-5.87661,0.929614,2.28672
1.09411,-0.788667,5.393
4.73394,3.59192,1.32174
2.63919,4.85235,1.33128
2.25852,2.90606,1.83393
-2.98825,0.25858,5.36899
-3.59854,-2.18114,-3.35772
2.98129,1.50783,4.51588
-4.08276,2.00667,5.13142
-5.0465,3.34709,0.764335
1.28433,4.51194,-6.24258
-2.10567,-3.24229,-1.36565
-2.635,-1.40074,-1.22868
-0.307066,0.642325,-3.06759
-1.6234,6.73548,-3.55068
-2.21766,-1.28764,-1.95506
2.20852,3.49723,3.12825
-3.90363,1.14241,4.213
0.202276,-5.4127,2.6708
-4.54435,-5.83339,-0.629004
-1.35317,-2.93532,-3.95612
-0.553726,4.50638,-2.90142
-1.61114,-3.14953,-4.72108
2.35622,3.2729,1.35655
-0.547921,1.08602,-2.67395
-5.58794,1.27466,2.23976
-1.02025,2.14159,-3.70149
-3.1159,-3.9457,-2.42201
-1.42123,5.35539,-5.64828
2.95342,4.92295,2.87828
-2.94881,-2.26621,-2.57892
-2.44589,-3.17433,-4.74284
-3.00995,5.31515,-3.46385
5.43561,-5.14653,-0.763471
-2.73842,-2.13439,-2.59681
-2.5011,-2.6093,-4.83639
5.90786,0.964805,-3.23371
-3.30958,-1.18363,-2.1518
-0.234917,0.851544,-2.65305
-2.19835,-3.14638,-2.58956
3.35969,3.95522,2.69335
-2.24825,-1.0562,-1.81823
3.31266,-4.27588,-1.36311
1.71539,-0.0256032,6.67442
-2.84692,-0.957036,-1.80093
-5.05307,-3.86903,-1.57693
-4.73778,-0.222618,5.35958
-1.57653,0.809047,-2.39904
-1.54312,2.85702,-3.06111
2.96856,-0.591115,5.11945
-1.10874,-2.2209,-3.23841
-0.528177,2.59897,-3.89112
-6.68493,-1.89108,-1.62801
-0.501612,2.38548,-2.74491
0.302421,3.67779,-5.77291
-0.363301,1.24409,-3.68669
6.72686,0.981788,-2.23581
-1.4439,-1.86331,-3.63106
-3.33834,-2.91718,-3.86504
-0.186283,-6.5635,3.83364
2.69217,-1.70068,4.0697
2.32643,0.409982,5.45574
-0.35192,1.35237,-2.43883
-1.04163,3.3338,-2.4802
-0.522151,5.00558,-4.12418
-2.65627,5.20744,-4.13202
2.7571,-2.2357,4.86943
0.85968,-1.58916,5.46874
4.73141,-0.257411,7.50487
-4.37153,-2.61103,-3.29947
-1.78692,-3.27767,-3.72541
-1.21541,-1.23179,7.41703
-0.397963,7.01411,-3.03347
-0.331277,1.14501,-2.99324
-2.01529,4.87591,-3.92607
-3.50104,-4.90963,-3.30727
-3.88995,-3.75454,-4.84872
-0.988763,-1.87581,-2.03261
3.23722,3.12978,2.24928
-5.77971,-3.11863,-2.56682
-2.63628,-2.80197,-1.63434
-2.11902,-1.04797,-2.26714
-1.5054,-2.942,-4.24444
-3.67076,-2.77179,-1.94065
3.62163,2.7203,1.76002
-1.79639,-1.70982,-3.34767
-1.20517,2.81662,-1.87187
4.69625,3.77834,2.17116
-0.730632,4.371,-2.77709
-4.21768,-2.13576,-2.93089
-0.686351,1.14213,-3.31079
4.01247,3.61188,3.0795
-0.526152,1.39457,-3.11494
-0.833879,0.451556,-2.81979
5.16896,-3.04992,-2.16992
3.09778,2.22969,4.26933
1.65942,-2.65167,5.85878
-0.635488,1.29449,-3.49754
-0.90481,-1.53949,-3.03702
-2.83536,4.31779,-2.56453
2.46486,3.61951,1.90359
7.13818,0.734262,-1.20612
-0.0140789,1.48954,-3.51853
-0.0702152,0.652363,-2.79305
-3.26697,-3.73943,-3.33123
-0.791449,1.92371,-3.55382
-0.914437,0.877237,-2.28043
-0.470166,1.21941,-3.55274
-4.94958,1.9875,2.71988
-6.05064,0.828283,3.58774
2.25482,3.1856,1.60363
2.01302,-3.13233,4.86417
-2.53593,-4.20575,-5.28115
-1.62587,-3.0261,-3.8734
-1.95461,-1.85335,-1.63135
-2.47504,5.82749,-2.59245
-0.81519,-2.03823,-1.79616
-0.359409,2.16901,-5.4887
-1.1722,-0.147629,-2.32961
-1.42441,-2.10304,-2.5944
2.79186,-6.73334,-1.01895
-0.402025,-2.81715,-1.14259
3.77064,-5.79931,-2.37046
-5.21636,1.18496,3.90114
2.46582,-1.74676,4.11559
5.02889,-2.25216,-1.75216
2.31698,-2.42429,5.00859
-3.35921,-1.63399,-2.8772
-0.301312,1.10674,-2.71646
-2.51987,-1.28364,-2.7566
-1.78878,5.55587,-3.34439
-3.15199,-1.41032,-2.91414
-3.0271,-1.63376,-3.02052
-0.604314,2.70576,-3.96059
-0.525975,1.76298,-1.99632
3.46604,2.6763,1.59459
-4.27121,-1.73227,-1.39814
4.00559,-2.77666,4.92714
-0.647854,1.31423,-2.2621
-5.01351,-3.1099,-3.03451
-1.90017,3.60726,-3.1482
3.39965,5.40454,3.30586
3.83655,-4.35022,-1.63013
4.94109,-4.5671,-2.6136
-1.62509,-1.2498,-2.40233
-0.524262,-0.97034,-2.63699
-3.47368,2.61497,5.63853
-1.9232,4.48037,-3.78946
-1.50219,-1.22487,-3.25178
0.538421,-5.62388,5.14486
-0.957116,0.193291,-2.72212
-0.655041,2.28872,-2.49325
-3.71389,-3.16312,-3.50417
4.10159,-3.5639,-1.87573
3.58215,3.96952,1.91666
-0.755951,4.82404,-3.06451
-3.18114,5.76233,-1.35603
2.68823,2.62899,3.8687
-4.69883,1.00576,5.42252
-3.65179,-3.63066,-2.02682
1.79492,-2.55011,5.10317
-1.90042,3.80653,-3.20166
-5.22418,1.38255,1.68409
-5.16105,-3.73898,-1.78686
2.93821,2.42824,2.03105
-0.76985,-0.351611,-2.69113
-2.6985,-4.27526,-2.24037
-1.89628,-1.06588,-2.82047
-3.6371,-3.14335,-3.30586
-4.90767,-3.70386,-2.10145
-1.94732,-3.45208,-4.87709
-1.02237,-0.144661,-3.032
-3.63613,-3.11155,-2.17329
2.5016,-2.31089,5.03298
-4.91201,-3.35291,-3.5923
-1.99608,-2.87986,-2.17991
2.44788,2.17401,1.85247
3.49795,2.58569,1.51247
-1.94149,-1.99722,-3.07724
-2.52544,-2.26395,-1.76676
